,Left,Right,Center
831,https://www.washingtonpost.com/opinions/2020/05/01/stopping-covid-19-behind-bars-was-an-achievable-moral-imperative-we-failed/,https://nypost.com/2020/05/02/de-blasio-is-using-coronavirus-to-empty-nyc-jails-at-publics-expense/,https://thehill.com/policy/healthcare/495423-7-in-10-federal-prisoners-tested-for-coronavirus-have-positive-results
832,https://www.politico.com/newsletters/huddle/2020/05/04/the-senates-return-is-a-test-case-for-the-house-489116,https://www.washingtontimes.com/news/2020/may/4/kevin-mccarthy-house-republicans-lay-out-prioritie/,https://thehill.com/homenews/house/495914-mccarthy-lays-out-plan-to-reopen-congress
833,https://www.nytimes.com/2020/04/30/us/politics/michael-flynn-lawyers-fbi-documents.html,https://www.nationalreview.com/news/records-show-peter-strzok-intervened-when-fbi-moved-to-close-investigation-of-flynn-after-finding-no-derogatory-information/,https://apnews.com/c68feb4685263ce4e15169f383d7e975
834,http://www.nytimes.com/2012/12/13/world/asia/north-korea-rocket-launching.html?hp=&adxnnl=1&adxnnlx=1355322008-/pv2ewlYOM79/T0ekG3BXw&_r=0,http://www.foxnews.com/world/2012/12/12/north-korea-fires-long-range-rocket-in-defiant-move-south-korea-says/,http://www.npr.org/blogs/thetwo-way/2012/12/12/167031211/global-chorus-of-condemnation-after-north-koreas-rocket-launch
835,https://www.nytimes.com/2020/05/04/us/coronavirus-live-updates.html#link-7b42d0f5,https://www.foxnews.com/politics/internal-fema-document-projects-spike-in-daily-coronavirus-death-toll-but-data-questioned,https://www.npr.org/sections/coronavirus-live-updates/2020/05/04/850143460/white-house-rejects-government-report-projecting-rising-coronavirus-death-toll
836,https://www.thedailybeast.com/how-trump-and-the-gop-just-might-liberate-you-to-death,https://www.washingtonexaminer.com/news/more-blue-states-move-toward-reopening,https://www.wsj.com/articles/coronavirus-latest-news-05-05-2020-11588669450
837,"http://www.nytimes.com/2012/12/12/us/politics/questions-on-whether-boehner-could-sell-a-budget-deal-to-gop.html?ref=politics
http://www.cnn.com/2012/12/12/politics/fiscal-cliff/index.html
http://www.bloomberg.com/news/2012-12-12/boehner-says-we-ve-got-some-serious-differences-on-budget-plan.html",,
838,https://www.nbcnews.com/politics/politics-news/trump-s-intel-chief-pick-vows-speak-truth-power-n1200261,https://www.foxnews.com/politics/who-is-john-ratcliffe-president-trumps-nominee,https://thehill.com/policy/national-security/496066-senate-intelligence-gets-its-chance-to-grill-john-ratcliffe
839,https://www.cnn.com/2020/05/01/politics/joe-biden-tara-reade-allegation/index.html,https://dailycaller.com/2020/05/01/media-bias-ask-joe-biden-tara-reade-sexual-assault-allegation-accusations-msnbc-morning-joe/,https://www.npr.org/2020/05/01/848872182/biden-offering-first-direct-response-to-sexual-assault-allegation
840,"https://www.nbcnews.com/politics/white-house/change-plans-trump-now-says-coronavirus-task-force-will-continue-n1201141
https://www.usatoday.com/story/news/politics/2020/05/06/coronavirus-trump-says-task-force-continue-indefinitely/5171043002/",https://www.foxnews.com/politics/trump-says-coronavirus-task-force-will-continue-indefinitely-shift-focus-to-reopening-and-vaccines,
841,https://www.cbsnews.com/news/second-wave-coronavirus-likely/,,"https://apnews.com/bda9923cff8c143084141bc4c097b95c
https://www.marketwatch.com/story/can-the-us-handle-the-second-wave-of-covid-19-coming-our-way-2020-05-04"
842,"http://www.cnn.com/2012/12/13/politics/fiscal-cliff/
http://www.huffingtonpost.com/2012/12/13/us-fiscal-cliff_n_2291989.html?utm_hp_ref=politics",http://www.newsmax.com/Headline/demint-fiscal-cliff-obama/2012/12/13/id/467592,
843,"http://www.huffingtonpost.com/2012/12/13/fiscal-cliff-poll-gop_n_2289056.html?utm_hp_ref=politics
http://www.cnn.com/2012/12/12/politics/btn-fiscal-cliff/index.html?hpt=po_c1",http://www.foxnews.com/politics/2012/12/12/fox-news-poll-according-to-voters-spending-cuts-are-must/,
844,https://www.nytimes.com/2020/04/28/nyregion/hasidic-funeral-coronavirus-de-blasio.html,https://thefederalist.com/2020/04/29/bill-de-blasio-should-resign-over-his-anti-semitic-tweet/,https://apnews.com/248b418d4b1bc3d77ed9a1af0be331af
845,https://www.politico.com/news/2020/05/07/coronavirus-unemployment-claims-numbers-242131,https://www.washingtonexaminer.com/news/jobless-claims-total-3-2m-down-from-historic-highs-but-still-extreme,https://www.wsj.com/articles/unemployment-benefits-weekly-jobless-claims-coronavirus-05-07-2020-11588813872?mod=hp_lead_pos1
846,https://www.nydailynews.com/news/politics/ny-devos-college-rape-20200506-ghhn3ujarzcwhpdvbh6mrffxmi-story.html,https://reason.com/2020/05/06/betsy-devos-title-ix-due-process-college-sexual-misconduct/,https://thehill.com/homenews/administration/496392-devos-issues-rules-for-sexual-misconduct-in-schools-bolstering
847,https://www.cnn.com/2020/05/05/opinions/trumps-anti-china-theory-implodes-sachs/index.html,https://www.nationalreview.com/2020/05/are-we-done-with-china-now/,https://www.csmonitor.com/USA/Foreign-Policy/2020/0504/US-China-Are-Americans-ready-for-a-costly-breakup
848,"https://www.bloomberg.com/news/articles/2020-05-02/george-w-bush-s-coronavirus-video-has-some-critics-nostalgic
https://www.theatlantic.com/notes/2020/05/2020-time-capsule-17-empathy-and-simple-kindness/611092/",https://www.washingtontimes.com/news/2020/may/3/donald-trump-rips-george-w-bush-call-end-partisans/,
849,"https://www.thedailybeast.com/justice-department-drops-charges-for-gen-michael-flynn-who-lied-to-fbi-ap-reports
https://www.bloomberg.com/news/articles/2020-05-07/justice-department-drops-charges-against-ex-trump-aide-flynn",https://www.nationalreview.com/news/justice-department-drops-case-against-michael-flynn/,
850,"http://www.washingtonpost.com/opinions/susan-rice-my-withdrawal-from-secretary-of-state-consideration-was-right-call/2012/12/13/ad69b3fc-4578-11e2-9648-a2c323a991d6_story.html?hpid=z2
http://www.cnn.com/2012/12/13/opinion/bakshi-susan-rice/index.html?hpt=po_c2",http://www.foxnews.com/opinion/2012/12/13/why-obama-blinked-on-susan-rice-nomination/,
851,https://www.nytimes.com/2020/05/07/us/politics/trump-cdc.html,https://dailycaller.com/2020/05/07/cdc-leadership-never-cleared-white-house-task-force-rejects-ap-report-on-shelved-reopening-guidance/,https://thehill.com/homenews/administration/496744-reopening-guidelines-drafted-by-cdc-rejected-by-trump-administration
852,https://www.cnn.com/2020/05/10/us/mothers-day-history-trnd/index.html,https://www.foxnews.com/entertainment/hollywood-moms-advice-mothers-day-social-distancing,https://apnews.com/36496fb263690df01ef742ec626942de
853,"https://www.usatoday.com/story/news/politics/2020/05/10/coronavirus-white-house-takes-new-precautions-protect-trump-staff/3105283001/
https://www.washingtonpost.com/news/powerpost/paloma/powerup/2020/05/11/powerup-white-house-coronavirus-cases-highlight-risks-of-officials-not-following-federal-guidelines/5eb8691a88e0fa17cddf7039/?itid=hp_rhp__hp-banner-main_powerup-1005am%3Ahomepage/story-ans",https://www1.cbn.com/cbnnews/politics/2020/may/coronavirus-in-the-white-house-is-the-president-at-risk,
854,https://www.washingtonpost.com/opinions/why-people-believe-in-a-plandemic/2020/05/08/3b4e8962-915d-11ea-a0bc-4e9ad4866d21_story.html,https://nypost.com/2020/05/07/social-media-networks-scrambling-to-remove-viral-conspiracy-video/,https://www.npr.org/2020/05/08/852451652/seen-plandemic-we-take-a-close-look-at-the-viral-conspiracy-video-s-claims
855,"https://www.washingtonpost.com/opinions/the-killing-of-ahmaud-arbery-renews-the-question-of-whether-black-lives-matter/2020/05/07/8832e3c4-8fd5-11ea-a9c0-73b93422d691_story.html
https://www.usatoday.com/story/news/nation/2020/05/06/ahmaud-arbery-jogger-shooting-what-know-video-grand-jury-arrests/5174327002/",https://www.foxnews.com/politics/georgia-ahmaud-arbery-outcry,
856,https://www.thedailybeast.com/jobs-report-shows-april-unemployment-rate-hit-147-percent-worst-since-great-depression-in-coronavirus-wake,,"https://www.cnbc.com/2020/05/08/jobs-report-april-2020.html
https://www.marketwatch.com/story/gold-trades-flat-but-on-pace-for-weekly-gain-as-investors-await-jobs-report-2020-05-08?mod=mw_latestnews"
857,https://www.washingtonpost.com/politics/2020/05/12/fauci-testimony-senate-coronavirus/,https://www.foxnews.com/politics/fauci-senate-health-committee-coronavirus,https://www.reuters.com/article/us-health-coronavirus-usa/fauci-warns-u-s-senate-that-coronavirus-vaccine-will-take-time-to-develop-idUSKBN22O1Y7
858,https://www.cnn.com/us/live-news/us-coronavirus-update-05-11-20/h_2e96345ab9c76d1ab760e0176cce52db,"https://reason.com/2020/05/12/vaccine-coronavirus-cnn-gallup-poll-lockdown/?amp=
https://www.foxnews.com/media/cnn-accused-egregious-misreading-data-coronavirus-gallup-poll",
859,https://www.washingtonpost.com/nation/2020/05/11/trump-chuck-todd-flynn/?outputType=amp,https://www.foxnews.com/media/chuck-todd-meet-the-press-barr-flynn-edit,https://thehill.com/homenews/media/497074-nbcs-meet-the-press-apologizes-for-inadvertently-and-inaccurately-editing-barr
860,https://nymag.com/intelligencer/2020/05/watch-trumps-coronavirus-press-conference-meltdown.html,https://www.dailywire.com/news/trump-journalists-shred-cbs-reporter-weijia-jiang-for-behavior-during-press-conference,https://www.businessinsider.com/cbs-weijia-jiang-china-trump-press-conference-2020-5
861,https://www.nytimes.com/2020/05/08/opinion/michael-flynn-trump-barr.html?action=click&module=Opinion&pgtype=Homepage,https://www.nationalreview.com/2020/05/ending-the-flynn-false-statement-case-was-the-right-judgment/,https://www.washingtonpost.com/opinions/if-michael-flynn-did-nothing-wrong-why-didnt-he-tell-the-truth/2020/05/07/d3188354-90ab-11ea-a9c0-73b93422d691_story.html
862,https://www.nytimes.com/2020/05/11/health/coronavirus-second-wave-infections.html,https://nypost.com/2020/05/10/mnuchin-warns-of-permanent-economic-damage-unless-us-reopens/,https://www.wsj.com/articles/coronavirus-latest-news-05-11-2020-11589189980
863,https://www.nbcnews.com/politics/congress/house-democrats-push-new-round-stimulus-checks-coronavirus-bill-n1205421,https://dailycaller.com/2020/05/12/pelosi-tax-break-rich-coronavirus-package-3-trillion/,https://apnews.com/364dacbac77cbe30447c49dfb98ef285
864,https://www.theatlantic.com/politics/archive/2020/05/trump-biden-coronavirus-2020/611500/,https://www.washingtonexaminer.com/news/were-winning-biden-insists-his-basement-campaign-is-working,https://apnews.com/94533988d7c9cda10828b66d52976c10
865,https://www.nytimes.com/2020/05/13/opinion/supreme-court-trump-tax-returns.html,https://reason.com/2020/05/13/will-breyer-side-with-trump-in-congressional-subpoena-fight/,https://fivethirtyeight.com/features/will-the-supreme-court-finally-force-trumps-tax-returns-to-be-released/
866,https://abcnews.go.com/Business/coronavirus-crisis-pushes-million-unemployment-bringing-total-35/story?id=70677011&cid=clicksource_4380645_2_heads_hero_live_twopack_hed,https://www1.cbn.com/cbnnews/politics/2020/may/fed-warns-of-possible-long-term-recession-as-3-million-more-file-jobless-claims,https://www.wsj.com/articles/unemployment-benefits-weekly-jobless-claims-coronavirus-05-14-2020-11589410374?mod=hp_lead_pos1
867,"http://www.washingtonpost.com/blogs/2chambers/wp/2012/12/14/cathy-mcmorris-rodgers-we-have-to-be-careful-about-new-gun-laws/
http://www.cnn.com/2012/12/14/politics/obama-assault-weapons/index.html",http://townhall.com/tipsheet/katiepavlich/2012/12/14/mayors-against-illegal-guns-pushes-for-more-gun-control-just-hours-after-shooting-n1467427,
868,https://www.nytimes.com/2020/05/12/us/politics/michael-flynn-charge-judge.html,https://www.foxnews.com/politics/judge-in-flynn-case-to-open-up-case-for-amicus-submissions,https://thehill.com/policy/national-security/497473-meet-the-federal-judge-who-faces-a-big-decision-on-flynn-case
869,https://www.cnn.com/2020/05/11/us/mlb-season-july-trnd/,https://nypost.com/2020/05/11/boy-can-we-use-baseballs-return/,https://www.reuters.com/article/us-baseball-mlb-health-questions/report-players-with-health-issues-examining-mlbs-plan-idUSKBN22O0JS?feedType=RSS&feedName=sportsNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20reuters/sportsNews%20%28Reuters%20Sports%20News%29
870,https://www.vox.com/2020/5/14/21258727/rick-bright-whistleblower-darkest-winter-modern-history,https://dailycaller.com/2020/05/14/alex-azar-dr-rick-bright-whistleblower-testimony/,https://apnews.com/8aeaca61de22fc20907c192c75cb9448
871,,"https://nypost.com/2020/05/08/adam-schiff-lied-about-the-trump-probe-and-the-media-let-him/
https://www.wsj.com/articles/all-the-adam-schiff-transcripts-11589326164?mod=opinion_lead_pos1",https://www.forbes.com/sites/kenrapoza/2020/05/10/transcript-of-the-russian-behind-the-dreaded-trump-tower-meeting-revealed/#453d65f21507
872,https://www.politico.com/news/2020/05/14/mcconnell-obama-playbook-pandemic-259969,https://www.nationalreview.com/news/mcconnell-says-he-was-wrong-to-claim-that-obama-administration-left-no-pandemic-plan/,https://www.businessinsider.com/mitch-mcconnell-walks-back-comments-on-obama-pandemic-plan-i-was-wrong-2020-5
873,https://www.propublica.org/article/richard-burr-steps-down-from-chairmanship-of-senate-intelligence-committee,https://www.foxnews.com/politics/sen-burr-steps-aside-as-intelligence-committee-chairman-amid-stock-sale-investigation,https://www.axios.com/richard-burr-steps-down-senate-intelligence-46161f4d-526a-4157-884f-da0b32e420fb.html
874,https://www.nytimes.com/2020/05/15/business/economy/retail-sales.html?action=click&module=Spotlight&pgtype=Homepage,,"https://www.cnbc.com/2020/05/15/us-retail-sales-april-2020.html
https://www.marketwatch.com/story/retail-sales-crater-record-16-in-april-amid-coronavirus-lockdowns-and-spending-slump-2020-05-15"
875,https://www.vox.com/2020/5/14/21257264/coronavirus-testing-positive-rate-covid-reopen-usa,https://nypost.com/2020/05/15/cuomos-nursing-home-mass-testing-edict-leaves-labs-overwhelmed/,https://apnews.com/82c41087a018765006f74a789ca5a9a9
876,https://www.theguardian.com/us-news/2020/may/16/barack-obama-coronavirus-donald-trump-criticism-speech-covid-19,https://www.breitbart.com/politics/2020/05/16/barack-obama-to-2020-graduates-current-leaders-arent-even-pretending-to-be-in-charge/,https://www.npr.org/2020/05/16/857405084/in-virtual-speech-to-black-graduates-obama-says-u-s-lacks-leadership-on-coronavi
877,https://www.washingtonpost.com/health/2020/05/18/coronavirus-vaccine-first-results/,https://www.newsmax.com/finance/streettalk/moderna-vaccine-study/2020/05/18/id/967793/,https://thehill.com/policy/healthcare/498261-moderna-reports-positive-results-from-early-data-on-coronavirus-vaccine
878,http://abcnews.go.com/blogs/politics/2012/12/obama-vows-meaningful-action-after-school-shooting/,http://www.washingtontimes.com/news/2012/dec/16/gun-control-advocates-press-help-obama/,http://online.wsj.com/article/SB10001424127887324296604578179812277699592.html
879,"http://www.washingtonpost.com/local/gun-rights-advocates-under-attack-after-school-shooting/2012/12/16/04cba1aa-47d6-11e2-b6f0-e851e741d196_story.html?hpid=z1
http://www.cnn.com/2012/12/17/us/connecticut-school-shooting/index.html?hpt=hp_t1",http://www.foxnews.com/politics/2012/12/17/president-obama-leads-interfaith-prayer-vigil-in-newtown-conn/,
880,https://www.cbsnews.com/news/heroes-act-coronavirus-relief-package-3-trillion-bill-house-democrats-vote-today-2020-05-15/,https://www.washingtonexaminer.com/news/murky-prospects-for-further-pandemic-relief-as-economy-suffers-record-hits-to-output-and-retail-sales,https://www.forbes.com/sites/sergeiklebnikov/2020/05/16/republicans-appalled-by-3-trillion-heroes-act-as-democrats-urge-its-passing/#c11dbe675998
881,"https://www.nytimes.com/2020/05/18/us/coronavirus-updates.html
https://www.usatoday.com/story/news/politics/2020/05/18/coronavirus-trump-says-hes-taking-hydroxychloroquine/5216400002/",https://www.washingtonexaminer.com/news/trump-says-hes-been-taking-hydroxychloroquine-for-a-couple-of-weeks,
882,https://www.cnn.com/2020/05/18/politics/pensacola-shooting-al-qaeda/index.html,https://www.washingtontimes.com/news/2020/may/18/fbi-finds-link-between-pensacola-gunman-al-qaeda-o/,https://apnews.com/934b704a5906e86452319a3bb174dc0c
883,"https://www.salon.com/2020/05/18/mike-pompeo-donald-trump-and-the-inspector-general-purge-why-this-is-so-dangerous/
https://www.usatoday.com/story/news/politics/2020/05/16/pompeos-firing-state-ig-linick-latest-removal-trump-admin/5206160002/",https://www.nationalreview.com/2020/05/trump-removes-the-state-department-inspector-general/,
884,https://www.nytimes.com/2020/05/18/business/economy/economic-stimulus-treasury-fed-risk.html?action=click&module=Spotlight&pgtype=Homepage,,"https://www.npr.org/2020/05/19/857936233/mnuchin-and-feds-powell-set-to-brief-senators-on-2-trillion-coronavirus-act
https://apnews.com/8fa579da8fec873c7b96da7d263fec74"
885,https://www.washingtonpost.com/nation/2020/05/19/who-funding-trump/,https://www.foxnews.com/politics/trump-threatens-to-keep-who-funding-freeze-in-place,https://thehill.com/homenews/administration/498443-trump-threatens-permanent-freeze-on-who-funding-without-major-reforms
886,https://www.washingtonpost.com/opinions/2020/05/19/what-we-learned-trumps-hydroxychloroquine-claim/,https://www.nationalreview.com/2020/05/the-hydroxychloroquine-meltdown/,https://www.businessinsider.com/trump-taking-hydroxychloroquine-more-resonable-than-it-sounds-2020-5
887,https://www.theguardian.com/world/2020/may/19/california-coronavirus-relief-undocumented-workers,https://www.theepochtimes.com/money-for-illegal-immigrants-in-california-starts-being-distributed_3354975.html,https://www.businessinsider.com/california-offers-500-cash-payments-to-undocumented-immigrants-2020-5
888,https://www.vox.com/21263974/coronavirus-safe-kids-day-care,https://www.nationalreview.com/2020/05/coronavirus-homeschooling-how-long-can-public-schools-operate-this-way/,https://www.wired.com/story/how-to-set-up-kids-virtual-work-space/
889,https://www.cnn.com/2020/05/20/health/us-coronavirus-wednesday/index.html,https://www.breitbart.com/politics/2020/05/20/coronavirus-all-50-states-at-least-partially-reopened/,https://www.wsj.com/articles/coronavirus-latest-news-05-20-2020-11589963481
890,"https://www.washingtonpost.com/business/2020/05/21/unemployment-claims-coronavirus/
https://www.bloomberg.com/news/articles/2020-05-21/another-2-4-million-americans-filed-for-unemployment-last-week?srnd=premium",https://www.washingtonexaminer.com/news/2-4m-claimed-jobless-benefits-last-week-bringing-total-to-nearly-39m-since-mid-march,
891,http://www.cnn.com/2012/12/17/politics/fiscal-cliff/index.html?hpt=po_c1,http://www.foxnews.com/politics/2012/12/17/obama-boehner-meet-amid-bargaining-over-tax-hikes-debt-ceiling/,http://online.wsj.com/article/SB10001424127887324407504578185362961624862.html?mod=WSJ_Election_MIDDLETopStories
892,https://www.politico.com/news/2020/05/19/michael-flynn-full-susan-rice-email-sent-on-trumps-inauguration-day-267998,https://www.foxnews.com/politics/comey-mum-on-email-suggesting-move-to-freeze-out-flynn-as-rice-says-she-ignored-advice,https://thehill.com/policy/national-security/498593-read-susan-rices-email-discussing-michael-flynn-and-russia
893,"https://www.nytimes.com/2020/05/18/opinion/tara-reade-believe-all-women.html
https://www.usatoday.com/story/opinion/2020/04/29/joe-biden-tara-reade-sexual-assault-allegation-me-too-column/3040158001/",https://reason.com/2020/05/19/believe-all-women-me-too-feminists-biden-reade/,
894,http://www.huffingtonpost.com/2012/12/18/obama-social-security-fiscal-cliff_n_2319850.html?utm_hp_ref=politics,http://www.foxnews.com/politics/2012/12/17/obama-gives-ground-on-tax-rates-in-latest-offer-as-boehner-office-calls-it/,http://www.npr.org/blogs/thetwo-way/2012/12/18/167520314/is-a-fiscal-cliff-deal-near
895,https://www.latimes.com/business/story/2020-05-22/covid-19-universal-basic-income,,"https://www.marketwatch.com/story/americans-spent-their-stimulus-checks-on-discretionary-goods-such-as-bikes-video-games-and-clothes-target-and-walmart-ceos-say-2020-05-20
https://www.wsj.com/articles/millions-of-americans-skip-credit-card-and-car-payments-11589985381"
896,https://www.nytimes.com/2020/05/20/us/politics/trump-michigan-vote-by-mail.html?action=click&module=Spotlight&pgtype=Homepage,https://www.washingtonexaminer.com/news/trump-threatens-to-hold-up-funding-to-michigan-over-mail-in-voting,https://apnews.com/61ed35968fb6b0420e463ac65f6ed058
897,"https://www.cnn.com/2020/05/23/politics/trump-churches-base-memorial-day-weekend/index.html
https://www.bloomberg.com/news/articles/2020-05-22/trump-orders-churches-re-opened-and-says-he-ll-override-states",https://www.foxnews.com/politics/trump-announces-that-houses-of-worship-are-essential-calls-on-governors-to-open-them-up,
898,https://www.cnn.com/2020/05/20/politics/house-mueller-documents-supreme-court/index.html,https://www.foxnews.com/politics/supreme-court-blocks-house-dems-efforts-to-get-mueller-grand-jury-info-released,https://thehill.com/regulation/498818-supreme-court-temporarily-denies-house-democrats-access-to-mueller-documents
899,https://www.theatlantic.com/health/archive/2020/05/cdc-and-states-are-misreporting-covid-19-test-data-pennsylvania-georgia-texas/611935/,https://thedispatch.com/p/a-fundamental-flub-from-the-cdc,https://www.npr.org/sections/coronavirus-live-updates/2020/05/21/860480756/scientists-warn-cdc-testing-data-could-create-misleading-picture-of-pandemic
900,https://www.bet.com/news/national/2020/05/22/joe-biden-black-voters.html,https://townhall.com/tipsheet/leahbarkoukis/2020/05/22/biden-interview-with-charlamagne-n2569286,https://apnews.com/0f8813ff34ac85bb4ce928ffd2265c96
901,https://www.washingtonpost.com/outlook/2020/05/24/real-meaning-memorial-day/,https://www.foxnews.com/opinion/memorial-day-tributes-why-honor-war-dead-thomas-conner,https://www.forbes.com/sites/suzannerowankelleher/2020/05/24/photos-crowds-flock-to-beaches-and-lakes-for-memorial-day-weekend/#1f36aeab3340
902,https://www.vox.com/world/2020/5/24/21268893/hong-kong-protest-china-coronavirus-law,https://www.nationalreview.com/2020/05/china-moves-to-control-hong-kong-beijing-geopolitical-hardball-could-reshape-asia/,https://www.dallasnews.com/opinion/editorials/2020/05/24/chinas-economic-power-cannot-come-at-the-expense-of-freedom/
903,https://www.usnews.com/news/healthiest-communities/articles/2020-05-22/experts-warn-of-a-surge-of-suicides-tied-to-the-coronavirus-pandemic,https://www.nationalreview.com/news/a-years-worth-of-suicide-attempts-in-the-last-four-weeks-california-doctor-calls-for-end-to-lockdown/,https://www.apa.org/monitor/2020/06/covid-suicide
904,https://www.politico.com/news/2020/05/25/trump-republican-convention-north-carolina-278779,https://nypost.com/2020/05/25/trump-threatens-to-move-gop-convention-out-of-north-carolina/,https://apnews.com/30b84cf62c5ab7dc61fa4974a4fae9c3
905,https://www.washingtonpost.com/business/2020/05/26/stocks-soar-new-york-stock-exchange-reopens-floor-traders/,https://www.foxbusiness.com/markets/us-stocks-may-26-2020,https://www.wsj.com/articles/global-markets-0526-11590464814?mod=hp_lead_pos1
906,https://www.theatlantic.com/politics/archive/2020/04/stacey-abrams-biden-vice-president/610441/,https://www.washingtonexaminer.com/opinion/editorials/stacey-abramss-embarrassing-campaign-for-the-vice-presidency,https://www.allsides.com/blog/media-bias-alert-stacey-abrams-polarized-vice-presidency-push
907,http://www.cnn.com/2012/12/17/politics/gun-control-lawmakers/index.html?hpt=po_c1,http://www.washingtontimes.com/news/2012/dec/17/slaughter-of-innocents-changes-minds-of-pro-gun-de/,http://online.wsj.com/article/SB10001424127887324677204578185741520502904.html?mod=WSJ_hps_LEFTTopStories
908,https://www.vox.com/2020/5/22/21266756/coronavirus-pandemic-covid-risks-social-distancing-chart,https://www.washingtonpost.com/opinions/2020/05/26/covid-19-lockdown-has-served-its-purpose-its-time-end-it/,https://www.npr.org/sections/health-shots/2020/05/23/861325631/from-camping-to-dining-out-heres-how-experts-rate-the-risks-of-14-summer-activit
909,https://www.nytimes.com/2020/05/26/opinion/trump-scarborough-twitter.html,https://dailycaller.com/2020/05/26/unspeakably-cruel-morning-joe-donald-trump-joe-scarborough-intern-lori-klausutis/,https://www.axios.com/trump-tweets-scarborough-staffer-death-twitter-delete-936c7d26-6df7-4faf-a3ee-506c437864f4.html
910,https://www.nytimes.com/2020/05/26/us/george-floyd-minneapolis-police.html,https://www.foxnews.com/us/police-protesters-clash-thousands-demonstrate-minnesota-streets-over-death-george-floyd,https://apnews.com/5300d052a24cc050aabe9b370f865e56
911,https://nymag.com/intelligencer/2020/05/jobless-claims-bankruptcies-coronavirus-recession.html,https://www.breitbart.com/economy/2020/05/28/weekly-jobless-claims-fall-to-2-1-million/,https://www.cnbc.com/2020/05/28/weekly-jobless-claims.html
912,https://abcnews.go.com/Politics/trump-downplaying-deaths-claimed-us-100000-milestone/story?id=70888441,https://reason.com/2020/05/27/nursing-homes-account-for-42-percent-of-americas-covid-19-fatalities/,https://af.reuters.com/article/worldNews/idAFKBN233351
913,https://www.politico.com/news/2020/05/28/trump-social-media-executive-order-287834,https://townhall.com/tipsheet/reaganmccarthy/2020/05/28/potus-to-sign-social-media-eo-n2569568,https://www.reuters.com/article/us-twitter-trump-executive-order-social/trump-considering-legislation-that-may-scrap-law-that-protects-social-media-companies-idUSKBN2340MW
914,"https://www.aljazeera.com/news/2020/05/pompeo-declares-hong-kong-longer-autonomous-china-200527160446550.html
https://www.usatoday.com/story/news/world/2020/05/27/us-china-tensions-pompeo-declares-hong-kong-no-longer-autonomous/5264818002/",https://www.newsmax.com/politics/china-hong-kong-pompeo/2020/05/27/id/969222/,
915,https://www.washingtonpost.com/politics/2020/05/28/heres-why-black-americans-were-mad-bidens-comment-even-if-theyd-say-same-thing-themselves/,https://www.washingtontimes.com/news/2020/may/28/joe-bidens-you-aint-black-comment-the-scourge-of-t/,https://thehill.com/hilltv/rising/499767-trump-campaign-to-seize-on-biden-you-aint-black-comments-to-court-black-voters
916,https://time.com/5843893/nursing-homes-workers-coronavirus/,https://townhall.com/tipsheet/guybenson/2020/05/28/data-less-than-two-percent-of-americans-live-in-nursing-homes-which-account-for-42-percent-of-us-coronavirus-deaths-n2569466,https://www.wired.com/story/some-nursing-homes-escaped-covid-19-heres-what-they-did-right/
917,https://www.thedailybeast.com/twitter-censors-trump-tweet-for-glorifying-violence,https://www.dailywire.com/news/twitter-censors-trump-tweet-denouncing-riots-took-no-action-on-tweets-supporting-riots?%253Futm_source=twitter,https://apnews.com/9c691b85ff052e723663944a85316776
918,https://www.washingtonpost.com/opinions/want-to-stop-these-riots-reform-the-police/2020/05/29/b41451e4-a1dc-11ea-9590-1858a893bd59_story.html,https://www.nationalreview.com/2020/05/anger-is-justified-riots-never-are/,https://thehill.com/homenews/news/500241-demonstrations-rage-across-the-country
919,https://www.mediaite.com/tv/msnbc-fox-news-personalities-speak-out-against-bullsht-arrest-of-cnn-reporter-and-crew/,https://dailycaller.com/2020/05/30/pro-press-groups-assault-fox-news-reporter-leland-vittert/,https://www.poynter.org/reporting-editing/2020/journalists-covering-nights-of-protests-and-unrest-found-themselves-under-attack/
920,https://www.washingtonpost.com/nation/2020/06/01/george-floyd-protests-live-updates/,https://www.foxnews.com/us/george-floyd-protests-aftermath,https://www.npr.org/2020/06/01/866472832/violence-escalates-as-protests-over-george-floyd-death-continue
921,"https://www.usatoday.com/story/news/politics/2020/05/31/george-floyd-protests-trump-antifa-terrorist-organization/5299766002/
https://www.nytimes.com/2020/05/31/us/politics/trump-antifa-terrorist-group.html",https://www.theepochtimes.com/trump-says-antifa-to-be-designated-a-terrorist-orgnization_3371163.html,
922,https://www.washingtonpost.com/business/2020/05/29/trump-china-hong-kong-who/,,"https://www.reuters.com/article/us-hongkong-protests-breakingviews/breakingviews-us-sanctions-on-china-are-means-without-an-end-idUSKBN2352ZK
https://www.marketwatch.com/story/trump-says-us-will-move-to-sanction-chinese-officials-over-smothering-hong-kong-but-makes-no-mention-of-phase-one-trade-deal-2020-05-29"
923,https://www.msnbc.com/11th-hour/watch/minneapolis-police-station-catches-fire-amid-protest-of-george-floyd-s-killing-84063301902,https://www.foxnews.com/us/minneapolis-third-precinct-police-station-set-on-fire-after-rioters-break-in,https://www.wsj.com/articles/minneapolis-protests-over-george-floyd-death-escalate-and-spread-11590676810?mod=hp_lead_pos1
