,Unnamed: 0,url,label,text
1907,1907,http://www.nytimes.com/2014/07/30/world/europe/european-sanctions-russia.html?hp=&action=click&pgtype=Homepage&version=LedeSum&module=first-column-region&region=top-news&WT.nav=top-news,0,"WASHINGTON — The United States and Europe kicked off a joint effort on Tuesday intended to curb Russia’s long-term ability to develop new oil resources, taking aim at the Kremlin’s premier source of wealth and power in retaliation for its intervention in Ukraine.

In announcing coordinated sanctions, American and European leaders went beyond previous moves against banking and defense industries in an effort to curtail Russia’s access to Western technology as it seeks to tap new Arctic, deep sea and shale oil reserves. The goal was not to inhibit current oil production but to cloud Russia’s energy future.

The new strategy took direct aim at the economic foundation of Russia, which holds the largest combined oil and gas reserves in the world."
1908,1908,"http://www.nytimes.com/2014/07/28/world/middleeast/kerry-finds-even-a-truce-in-gaza-is-hard-to-win-cease-fire-hamas.html?hp=&action=click&pgtype=Homepage&version=LedeSum&module=first-column-region&region=top-news&WT.nav=top-news&_r=0
http://www.cnn.com/2014/07/28/world/meast/mideast-crisis/index.html?hpt=hp_t1",0,"WASHINGTON — After failing to win a deal to end fighting in Gaza last week, Secretary of State John Kerry is trying to salvage Plan B: a succession of temporary cease-fires that he hopes might yet open the door to Israeli and Palestinian negotiations for a long-term solution.

On Sunday, however, Mr. Kerry was having difficulty accomplishing even that, despite a phone call in which President Obama, in a sign of mounting impatience, urged Prime Minister Benjamin Netanyahu of Israel to embrace an “immediate, unconditional humanitarian cease-fire” while the two sides pursued a more lasting agreement.

Part of the reason the diplomatic effort has faced such an uphill struggle is far-reaching changes on both sides since the last Gaza cease-fire in 2012. Israel and Hamas seem to be dug in this time, with Israeli officials appearing dismissive of Mr. Kerry’s push for a weeklong cease-fire in a way that few American secretaries of state have faced."
1911,1911,http://www.nytimes.com/2014/06/11/us/california-teacher-tenure-laws-ruled-unconstitutional.html?hp=,2,"LOS ANGELES — A California judge ruled Tuesday that teacher tenure laws deprived students of their right to an education under the State Constitution and violated their civil rights. The decision hands teachers’ unions a major defeat in a landmark case, one that could radically alter how California teachers are hired and fired and prompt challenges to tenure laws in other states.

“Substantial evidence presented makes it clear to this court that the challenged statutes disproportionately affect poor and/or minority students,” Judge Rolf M. Treu of Los Angeles Superior Court wrote in the ruling. “The evidence is compelling. Indeed, it shocks the conscience.”

The decision, which was enthusiastically endorsed by Education Secretary Arne Duncan, brings a close to the first chapter of the case, Vergara v. California, in which a group of student plaintiffs backed by a Silicon Valley millionaire argued that state tenure laws had deprived them of a decent education by leaving bad teachers in place.

Both sides expect the case to generate more like it in cities and states around the country. David Welch, a Silicon Valley technology magnate, spent several million dollars to create the organization that brought the Vergara case to court — Students Matter — and paid for a team of high-profile lawyers, including Theodore J. Boutrous Jr., who helped win a Supreme Court decision striking down California’s same-sex marriage ban. While the next move is still unclear, the group is considering filing lawsuits in New York, Connecticut, Maryland, Oregon, New Mexico, Idaho and Kansas as well as other states with powerful unions where legislatures have defeated attempts to change teacher tenure laws."
1913,1913,http://www.nytimes.com/2014/07/28/upshot/republicans-senate-chances-rise-slightly-to-60-percent-.html?ref=politics,0,"For the last month, we’ve been adding one or two polls a day to The Upshot’s Senate forecasting model. Today, we update all 36 races, based on estimates from a YouGov online panel that covers every congressional and governor’s race across the country.

The panel, asked for its preferences in collaboration with CBS and The New York Times, is unusual in its scope: It comprises more than 66,000 people living in states with a Senate race this year. YouGov, a polling firm, also conducted online interviews with roughly half of the panelists in previous years, allowing it to know how they voted in the past.

With the addition of the YouGov estimates to our model, the overall outlook for the Senate remains roughly the same. The Republicans appear to have a slight advantage, with the most likely outcome being a Republican gain of six seats, the minimum they need to finish with a 51-to-49-seat majority. But we, like many other forecasters, would not be surprised by a gain of anywhere from four to eight seats.

Summing up the possible outcomes, our model gives the Republicans a 60 percent chance of taking control, up from 54 percent on April 1."
1916,1916,http://www.nytimes.com/2014/07/31/us/politics/house-votes-along-party-lines-to-sue-obama.html?ref=politics&_r=0,0,"WASHINGTON — The House of Representatives voted on Wednesday to sue President Obama for overstepping the powers of the presidency — a move that has angered conservatives who call it insufficient, emboldened Democrats who say Republicans are being vengeful, and further eroded much of what is left of bipartisanship on Capitol Hill.

In a 225-to-201 party-line vote, Republicans authorized the House to move forward with a lawsuit against Mr. Obama for his application of the Affordable Care Act, which they argue has been selective and intended to delay the law’s most undesirable aspects.

During a pointed, impassioned hourlong debate, Republicans accused the president of flouting the law and breaking a solemn constitutional oath. They summoned lessons from the American Revolution and the Bible.

Speaker John A. Boehner all but accused Mr. Obama of leaving the Constitution in tatters. “No member of this body needs to be reminded about what the Constitution states about the president’s obligation to faithfully execute the laws of our nation,” Mr. Boehner said from the House floor. “Are you willing to let any president choose what laws to execute and what laws to change? Are you willing to let anyone tear apart what our founders have built?”"
1919,1919,"http://www.nytimes.com/2014/08/01/us/politics/blow-to-house-gop-leadership-as-border-bill-falters-.html?ref=us
http://www.politico.com/story/2014/07/house-gop-no-vote-border-bill-109599.html?hp=t1",0,"WASHINGTON — Conservatives in the House rebelled against their leadership on Thursday to scuttle an emergency spending measure that addressed the migrant crisis at the southern border, pushing the issue to a showdown on Friday as lawmakers prepared to leave for a five-week recess. The unexpected turmoil offered a coda to the dysfunction that has gripped the Capitol for much of the year.

The failure of the comparatively modest Republican border bill, coupled with the Senate’s own inability to even bring a Democratic alternative to a vote, emphasized how the prospects of a broad immigration overhaul — which at the beginning of the 113th Congress held great bipartisan promise — have ground to a crashing halt.

The struggle to deal with immigration, which became more urgent with the flood of tens of thousands of children at the border, succumbed to congressional infighting, driven by more conservative Republicans who balked at further government spending and President Obama’s approach on deporting the migrants.

Fissures were evident in the Republican Party, with many House members critical of their more conservative colleagues for holding up the bill, arguing that heading home for the August break having not even voted on immigration legislation would be politically damaging. The episode was also a rebuke, at least temporarily, for Speaker John A. Boehner and his new leadership team, who in an emergency closed-door meeting on Thursday told members that they were not even close to the necessary votes required to pass the bill."
1925,1925,http://www.nytimes.com/2014/08/01/world/senate-intelligence-commitee-cia-interrogation-report.html,0,"WASHINGTON — An internal investigation by the C.I.A. has found that its officers penetrated a computer network used by the Senate Intelligence Committee in preparing its damning report on the C.I.A.’s detention and interrogation program.

The report by the agency’s inspector general also found that C.I.A. officers read the emails of the Senate investigators and sent a criminal referral to the Justice Department based on false information, according to a summary of findings made public on Thursday. One official with knowledge of the report’s conclusions said the investigation also discovered that the officers created a false online identity to gain access on more than one occasion to computers used by the committee staff.

The inspector general’s account of how the C.I.A. secretly monitored a congressional committee charged with supervising its activities touched off angry criticism from members of the Senate and amounted to vindication for Senator Dianne Feinstein of California, the committee’s Democratic chairwoman, who excoriated the C.I.A. in March when the agency’s monitoring of committee investigators became public.

A statement issued Thursday morning by a C.I.A. spokesman said that John O. Brennan, the agency’s director, had apologized to Ms. Feinstein and the committee’s ranking Republican, Senator Saxby Chambliss of Georgia, and would set up an internal accountability board to review the issue. The statement said that the board, which will be led by a former Democratic senator, Evan Bayh of Indiana, could recommend “potential disciplinary measures” and “steps to address systemic issues.”"
1926,1926,http://www.nytimes.com/2014/08/02/business/jobs-numbers-for-july-released-by-labor-department.html,0,"Little to rave or rant about.

That was the view among economists of Friday’s jobs report, in which the Labor Department estimated that the economy added 209,000 jobs in July, continuing a string of sturdy monthly advances above 200,000 but lower than in recent months and less than analysts had expected.

And while the numbers didn’t soar to new heights, they completed the strongest pace of job creation over a six-month period since the prerecession year of 2006, while helping to calm concerns on Wall Street that the economy was about to accelerate to a point where the Federal Reserve would be under pressure to start raising interest rates earlier than anticipated.

“This report is consistent with a moderation in economic growth in the second half of the year,” said Dean Maki, chief United States economist at Barclays. “This is a labor market that is growing solidly, just not quite as fast as in prior months.”

The Labor Department, using a different method of measuring the job market, said Friday that unemployment increased to 6.2 percent from 6.1 percent in June. Many economists viewed the slight rise in the official jobless rate as a modestly encouraging sign, in part because more people reported that they were looking for work, suggesting that many of them were seeing greater job opportunities."
1930,1930,"http://www.cnn.com/2014/07/25/politics/immigration-border-crisis/index.html?hpt=po_c1
http://www.nytimes.com/2014/07/26/opinion/why-the-border-crisis-is-a-myth.html?ref=politics",0,"Story highlights NEW: Central American leaders meet with Obama on youth migrant surge NEW: They say they're working on a plan to address underlying cause of migration The Obama administration is buoyed by slight slowing of migrant kids at the border Congress working on scaled-back plan, but House and Senate divided on approach

Washington CNN —

Central American leaders signaled to President Barack Obama they’re working on a “comprehensive plan” to address the underlying reasons for the surge of immigrant youth from their countries who are entering the United States illegally.

The presidents of El Salvador, Honduras and Guatemala met with Obama at the White House on Friday as Washington struggles to find a solution to what many consider a humanitarian crisis.

The influx this year of tens of thousands of child immigrants, many unaccompanied, has become a partisan flashpoint on the already divisive issue of reforming a U.S. immigration system that all sides agree is broken.

Obama and Presidents Otto Perez Molina of Guatemala, Juan Orlando Hernandez of Honduras, and Salvador Sanchez Ceren of El Salvador issued a statement that reiterated “our commitment to prevent families and children from undertaking this dangerous journey and to work together to promote safe, legal, and orderly migration.”

They “all agreed that an effective solution requires a comprehensive and joint effort” from those countries, other nations in the region and the United States, they said.

Specifically, the Central American presidents “indicated” to Obama that they were working on a plan to address the root causes of why people are leaving their countries.

Underlying causes

Part of that, all at the meeting agreed, must address strategies for reducing crime and promoting greater social and economic opportunity.

Priorities include pursuing criminal enterprises “that are exploiting this uniquely vulnerable population” and the need to discourage use of “smuggling networks” that place immigrants at “high risk of violent crime and sexual abuse.”

Obama and the others also pledged to redouble efforts to counter misinformation about U.S. deportation policy around young immigrants that some say is fueling the surge, and promised to further efforts to “humanely repatriate migrants, consistent with due process.”

Most can’t stay

Obama told the Central American leaders that most of the child migrants crossing the border illegally now won’t be permitted to stay. Some have been deported already, while most are being allowed to stay temporarily while their immigration status is sorted out.

Also being discussed within the Obama administration has been a pilot program that would let the United States assess asylum claims in those countries in order to reduce the number of illegal immigrants. But Obama sought to play down that option as an answer.

“There may be some narrow circumstances in which there is humanitarian or refugee status that a family might be eligible for. If that’s the case it would be better for them to apply in country rather than take a very dangerous journey all the way up to Texas to make those same claims,” Obama said.

But he added that potential applicants would still have to meet the same criteria to qualify.

“Under U.S. law, we admit a certain number of refugees from all over the world based on some fairly narrow criteria and typically refugee status is not just based on economic need or because a family lives in a bad neighborhood or in poverty it’s typically defined fairly narrowly,” he said.

The White House previously called the idea premature. But spokesman Josh Earnest said before Friday’s meeting that it could be extended to other countries, if successful.

Struggling for a solution

The administration and Congress have struggled in recent weeks to come to a consensus on how to address the surge that has overwhelmed border and immigration services.

Obama has asked Congress for $3.7 billion in emergency funds for border efforts, while Republicans and some Democrats in Congress are resisting that proposal, and offering alternatives that would spend less and change immigration policy to deport kids faster.

Either way, Obama and others are concerned that lawmakers will leave at the end of next week for their August recess without approving a fix.

House Republicans are expected to vote on a scaled-down border bill next week. It would provide less than $1 billion to address the crisis and would modify a 2008 law to make it easier to deport children from Central America who enter the United States illegally.

Currently, kids who enter the country illegally from Central America can stay until they receive an immigration hearing. That process can take months or years.

The proposal to alter that law all but ensures the bill will not come to a vote in the Senate, where Democrats are opposed to tagging that change to a funding bill of its own for the border crisis.

Democrats worry that accelerating the process will result in many falling through the cracks and being sent back to situations characterized by many as violent situations in their countries.

Guard troops to border

The administration also is considering sending National Guard troops to the border, according to a White House official, just days after Texas Gov. Rick Perry said he would do just that in the Rio Grande Valley area.

Immigrants or refugees?

The Pentagon and the Department of Health and Human Services sent a team this week to assess Border Patrol efforts in the Rio Grande Valley. The number of unaccompanied minors seeping through that area has slowed dramatically since last month.

Key questions about Rick Perry’s border plan"
1934,1934,http://www.nytimes.com/2014/08/05/world/middleeast/israel-gaza.html?hp=&action=click&pgtype=Homepage&version=LedeSum&module=first-column-region&region=top-news&WT.nav=top-news,0,"JERUSALEM — Claiming it had achieved most of its objectives and pressured by Western allies to stop causing civilian casualties in Gaza, Israel moved to wind down its operations there on Monday — either unilaterally or through a new Egyptian-brokered cease-fire announced late in the day.

The Egyptian proposal, which in principle was to start at 8 a.m. local time on Tuesday, was created “out of concern for innocent lives and to prevent further bloodshed,” and would initially last for 72 hours, an Egypt Foreign Ministry statement said. Both Israel and Hamas indicated they would respect the cease-fire, which would be followed by talks on a more lasting arrangement.

But given the history of broken cease-fires in the conflict, it was unclear that both sides would honor Egypt’s proposal, which was similar to one previously rejected by Hamas.

Earlier in the day, Israel appeared to be positioning itself to conclude its military operation in Gaza, with or without a formal cease-fire agreement."
1936,1936,http://www.nytimes.com/2014/08/06/world/asia/afghanistan-attack.html?hp=&action=click&pgtype=Homepage&version=LedeSumLargeMedia&module=a-lede-package-region&region=lede-package&WT.nav=lede-package,0,"KABUL, Afghanistan — For the first time since Vietnam, a United States Army general was killed in an overseas conflict on Tuesday when an Afghan soldier opened fire on senior American officers at a military training academy.

The slain officer, Maj. Gen. Harold J. Greene, was the highest-ranking member of the NATO-led coalition killed in the Afghanistan war, and his death punctuated the problems vexing the Americans as they try to wind down the 13-year-old conflict, contending with a political crisis that has threatened to splinter the Afghan government and leave it unable to fend off the Taliban.

The general was among a group of senior American and Afghan officers making a routine visit to Afghanistan’s premier military academy on the outskirts of Kabul when an Afghan soldier sprayed the officers with bullets from the window of a nearby building, hitting at least 15 before he was killed.

Though American officials said General Greene was not believed to have been specifically targeted, his violent death at the hands of an Afghan soldier, not an insurgent, was a reminder of the dangers faced by even the highest-ranking, and best protected, officers in Afghanistan."
1937,1937,http://www.nytimes.com/2014/08/08/world/middleeast/obama-weighs-military-strikes-to-aid-trapped-iraqis-officials-say.html?hp=&action=click&pgtype=Homepage&version=Banner&module=span-ab-top-region&region=top-news&WT.nav=top-news,0,"WASHINGTON — President Obama on Thursday announced he had authorized limited airstrikes against Islamic militants in Iraq, scrambling to avert the fall of the Kurdish capital, Erbil, and returning the United States to a significant battlefield role in Iraq for the first time since the last American soldier left the country at the end of 2011.

Speaking at the White House on Thursday night, Mr. Obama also said that American military aircraft had dropped food and water to tens of thousands of Iraqis trapped on a barren mountain range in northwestern Iraq, having fled the militants, from the Islamic State of Iraq and Syria, who threaten them with what Mr. Obama called “genocide.”

“Earlier this week, one Iraqi cried that there is no one coming to help,” Mr. Obama said in a somber statement delivered from the State Dining Room. “Well, today America is coming to help.”

The president insisted that these military operations did not amount to a full-scale re-engagement in Iraq. But the relentless advance of the militants, whom he described as “barbaric,” has put them within a 30-minute drive of Erbil, raising an immediate danger for the American diplomats, military advisers and other citizens who are based there."
1938,1938,"http://www.nytimes.com/2014/08/06/world/middleeast/israel-gaza-strip-conflict.html?hp=&action=click&pgtype=Homepage&version=LedeSum&module=first-column-region&region=top-news&WT.nav=top-news&_r=0
http://www.cnn.com/2014/08/05/world/meast/mideast-crisis/index.html?hpt=wo_c1",0,"JERUSALEM — As a 72-hour cease-fire mediated by Egypt took hold on Tuesday, Gazans emerged to view a shattered landscape with Hamas still in power, while Israel began to debate the politics, costs and accomplishments of the monthlong war.

Israel announced the withdrawal of all its forces from the Gaza Strip, and both sides said they would engage in talks on a lasting arrangement to keep the peace. But the negotiations, also to be mediated by Egypt, are bound to be tricky, given the participants’ antagonisms and sharply different goals. Israeli officials emphasized that their army, navy and air force remained deployed near Gaza, primed to respond to any attacks from the coastal territory.

Since the conflict began in earnest on July 8, Gaza officials say that more than 1,830 Palestinians have died, most of them civilians. Israel says 64 of its soldiers and three civilians have been killed.

People on both sides are wondering if the death and destruction was worth what is essentially another stalemate between Israel and Hamas, the militant Islamic group that governs Gaza, and its ally Islamic Jihad. The cease-fire plan accepted late Monday is essentially the same one that Hamas rejected three weeks ago, before Israel moved into Gaza with ground troops."
1940,1940,http://www.nytimes.com/2014/08/08/world/europe/russia-sanctions.html?hp=&action=click&pgtype=Homepage&version=HpSum&module=first-column-region&region=top-news&WT.nav=top-news&_r=0,0,"MOSCOW — Russia retaliated on Thursday for Western sanctions against Moscow, announcing that it was banning imports of a wide range of food and agricultural products from Europe and the United States, among others. The move raised the level of confrontation over Ukraine with measures that seemed likely to affect Russian consumers at least as much as European farming.

Dmitri A. Medvedev, the prime minister, announced that Russia would ban all beef, pork, fish, fruit, vegetables and dairy products from the European Union, the United States, Canada, Australia and Norway for one year.

“We hoped until the very last that our foreign colleagues would realize that sanctions are a dead end and that nobody needs them,” Mr. Medvedev said. “Things have turned out in such a way that we have to implement retaliatory measures.”

Russia was still considering various measures involving aviation, including a ban on flights over Siberia, which would affect routes used by European and American airlines that fly to Asia, he told a cabinet meeting broadcast live on state-run satellite news channels."
1942,1942,http://www.nytimes.com/2014/08/08/world/middleeast/a-return-to-action.html?hp=&action=click&pgtype=Homepage&version=HpSum&module=a-lede-package-region&region=lede-package&WT.nav=lede-package&_r=0,0,"WASHINGTON — In sending warplanes back into the skies over Iraq, President Obama on Thursday night found himself exactly where he did not want to be. Hoping to end the war in Iraq, Mr. Obama became the fourth president in a row to order military action in that graveyard of American ambition.

The mandate he gave to the armed forces was more limited than that of his predecessors, focused mainly on dropping food and water. But he also authorized targeted airstrikes “if necessary” against Islamic radicals advancing on the Kurdish capital of Erbil and others threatening to wipe out thousands of non-Muslims stranded on a remote mountaintop.

As he explained himself to a national television audience, Mr. Obama made a point of reassuring a war-weary public that the president who pulled American forces out of Iraq at the end of 2011 had no intention of fighting another full-scale war there. Yet his presence in the State Dining Room testified to the bleak reality that the tide of events in that ancient land has defied his predictions and aspirations before."
1944,1944,"http://www.nytimes.com/2014/08/12/us/looting-and-violence-follows-vigil-for-st-louis-teenager.html?hp=&action=click&pgtype=Homepage&version=HpSum&module=second-column-region&region=top-news&WT.nav=top-news&_r=0
http://www.cnn.com/2014/08/11/us/missouri-teen-shooting/index.html?hpt=hp_t1",0,"FERGUSON, Mo. — The F.B.I. on Monday opened a civil rights inquiry into the fatal shooting by a police officer of an unarmed black teenager here as protests bubbled into a third night in this St. Louis suburb.

Officers donned riot gear and warily faced off against hundreds of people in response to looting and violence on Sunday night that resulted in 32 arrests.

On Monday night, police officers using tear gas and rubber bullets tried to disperse the crowd of mostly African-Americans, who had been gathering through the day under the hot sun. The protesters questioned the role that race — and simmering tensions between residents and the Police Department — may have played in the killing of Michael Brown, 18, who was to start college this week.

The standoff lasted for more than an hour, with about a dozen men approaching officers with their hands up saying, “Don’t shoot me.” At least 100 police officers were on the scene, shining bright lights into the crowd and telling people to return to their homes."
1947,1947,http://www.nytimes.com/2014/08/13/world/middleeast/us-to-send-130-more-military-advisers-to-iraq.html?hp=&action=click&pgtype=Homepage&version=HpSum&module=first-column-region&region=top-news&WT.nav=top-news,0,"WASHINGTON — The Pentagon has sent an additional 130 military advisers to northern Iraq to help plan the evacuation of thousands of displaced people trapped by Sunni militants on Mount Sinjar, Defense Department officials said Tuesday, raising the possibility that a larger American force may eventually be needed in the rescue attempt.

While military officials said the Pentagon planned to continue aid drops of food and water, United States officials said they believed that some type of ground force would be necessary to secure the passage of the stranded members of the Yazidi group. The military is drawing up plans for consideration by President Obama that could include American ground troops in what is expected to be an international effort to rescue the refugees, a senior administration official said.

Mr. Obama has insisted, most recently on Monday, that he will not send American ground troops back to Iraq. But as the Yazidi crisis has deteriorated, American officials say they have become increasingly convinced that a humanitarian corridor will have to be established soon, with troops on the ground to help ensure safe passage for the displaced.

Asked Wednesday if there was any way to get the Yazidis off the mountain, Secretary of State John Kerry said, “That’s exactly what we are assessing.”"
1963,1963,"http://www.nytimes.com/2014/08/20/us/holder-and-obama-differ-in-approach-to-underlying-issues-of-missouri-unrest.html?ref=politics&_r=0
http://www.cnn.com/2014/08/19/us/missouri-teen-shooting-holder/index.html?hpt=po_c1",0,"WASHINGTON — The two men in open-collar shirts sat facing each other, papers and a BlackBerry strewn on a coffee table, sober looks on both their faces. One leaned forward, gesturing with his left hand, clearly doing the talking. The other sat back in his chair, two fingers pressed to his temple as he listened intently.

When violence erupted last week after a police shooting in Missouri, President Obama and Attorney General Eric H. Holder Jr. huddled on Martha’s Vineyard where both were on vacation. But as the most powerful African-Americans in the nation confront its enduring racial divide, they come at it from fundamentally different backgrounds and points of view.

Mr. Holder, 63, is the one leaning forward, both in the photograph released by the White House and on the issues underlying the crisis in Ferguson, Mo. A child of the civil rights era, he grew up shaped by the images of violence in Selma, Ala., and joined sit-ins at Columbia University where protesters renamed an office after Malcolm X. Now in high office, he pushes for policy changes and is to fly on Wednesday to Ferguson to personally promise justice in the case of a black teenager who was fatally shot by a white police officer.

Mr. Obama, 53, is the one seemingly holding back in the White House photograph, contemplative, even brooding, as if seeking to understand how events could get so out of hand. He was too young and removed to experience the turmoil of the 1960s, growing up in a multiracial household in Hawaii and Indonesia. As he now seeks balance in an unbalanced time, he wrestles with the ghosts of history that his landmark election, however heady, failed to exorcise."
1968,1968,http://www.nytimes.com/2014/08/21/world/middleeast/isis-pressed-for-ransom-before-killing-james-foley.html?hp=&action=click&pgtype=Homepage&version=LedeSum&module=first-column-region&region=top-news&WT.nav=top-news&_r=0,0,"Kneeling in the dirt in a desert somewhere in the Middle East, James Foley lost his life this week at the hands of the Islamic State in Iraq and Syria. Before pulling out the knife used to decapitate him, his masked executioner explained that he was killing the 40-year-old American journalist in retaliation for the recent United States’ airstrikes against the terrorist group in Iraq.

In fact, until recently, ISIS had a very different list of demands for Mr. Foley: The group pressed the United States to provide a multimillion-dollar ransom for his release, according to a representative of his family and a former hostage held alongside him. The United States — unlike several European countries that have funneled millions to the terror group to spare the lives of their citizens — refused to pay.

The issue of how to deal with ISIS, which like many terror groups now routinely trades captives for large cash payments, is acute for the Obama administration because Mr. Foley was not the lone American in its custody. ISIS is threatening to kill at least three others it holds if its demands remain unmet, The New York Times has confirmed through interviews with recently released prisoners, family members of the victims and mediators attempting to win their freedom.

Sensitive to growing criticism that it had not done enough, the White House on Wednesday revealed that a United States Special Operations team tried and failed to rescue Mr. Foley — a New Hampshire native who disappeared in Syria on Nov. 22, 2012 — as well as the other American hostages during a secret mission this summer. Mr. Obama said the United States would not retreat until it had eliminated the “cancer” of ISIS from the Middle East."
1974,1974,http://www.nytimes.com/2014/08/22/us/ferguson-missouri-protests.html?module=Notification&version=BreakingNews&region=FixedTop&action=Click&contentCollection=BreakingNews&contentID=19334449&pgtype=Homepage,0,"FERGUSON, Mo. — Gov. Jay Nixon ordered the Missouri National Guard to begin a withdrawal from this small city on Thursday, signaling that the authorities believed they had largely restored order after nearly two weeks of unrest set off by the police shooting of an unarmed, 18-year-old black man.

The move came after two nights of calm marked by none of the clashes between the police and protesters that had been a regular occurrence since the Aug. 9 shooting of Michael Brown. In a statement, Mr. Nixon said the situation had “greatly improved with fewer incidents of outside agitators interfering with peaceful protesters and fewer acts of violence.”

In Washington, Attorney General Eric H. Holder Jr., who had ordered a federal civil rights investigation into the shooting soon after it took place, indicated that the federal effort was moving forward. “It’s going to take time for us to develop all the facts, develop all the evidence and see where the case will ultimately go,” he said. “It’s most important that we get it right.”

Federal prosecutors, however, face significant obstacles to bringing civil rights charges in the shooting, officials said Thursday, a reflection of both the unclear nature of the case and the strict standards of federal law."
1975,1975,http://www.nytimes.com/2014/08/26/world/middleeast/obama-syria-ISIS.html?rref=homepage&module=Ribbon&version=origin&region=Header&action=click&contentCollection=Home%20Page&pgtype=article,0,"WASHINGTON — President Obama has authorized surveillance flights over Syria, a precursor to potential airstrikes there, but a mounting concern for the White House is how to target the Sunni extremists without helping President Bashar al-Assad.

Defense officials said Monday evening that the Pentagon was sending in manned and unmanned reconnaissance flights over Syria, using a combination of aircraft, including drones and possibly U2 spy planes. Mr. Obama approved the flights over the weekend, a senior administration official said.

The flights are a significant step toward direct American military action in Syria, an intervention that could alter the battlefield in the nation’s three-year civil war.

Administration officials said the United States did not intend to notify the Assad government of the planned flights. Mr. Obama, who has repeatedly called for the ouster of Mr. Assad, is loath to be seen as aiding the Syrian government, even inadvertently."
1994,1994,"http://www.nytimes.com/2014/08/29/world/middleeast/obama-isis-syria-iraq.html?rref=homepage&module=Ribbon&version=origin&region=Header&action=click&contentCollection=Home%20Page&pgtype=article
http://www.politico.com/story/2014/08/barack-obama-syria-110361.html?hp=t1",0,"WASHINGTON — When President Obama summoned his closest advisers to the Oval Office a year ago this week to tell them he was holding off on a missile strike against Syria, one of his arguments was that if he acted without Congress, he might not get congressional backing for military intervention the next time he needed it.

“He can’t make these decisions divorced from the American public and from Congress,” a senior aide said at the time. “Who knows what we’re going to face in the next three and a half years in the Middle East?”

Now, Mr. Obama knows what he is facing — rampaging Sunni militants who beheaded an American and have declared an Islamic caliphate across a swath of Iraq and Syria. But as the president considers airstrikes in Syria against the group, known as the Islamic State in Iraq and Syria, seeking a congressional imprimatur remains a politically tricky undertaking."
1995,1995,http://www.nytimes.com/2014/09/01/opinion/wages-and-salaries-still-lag-as-corporate-profits-surge.html?ref=politics,0,"In the months before Labor Day last year, job growth was so slow that economists said it would take until 2021 to replace the jobs that were lost or never created in the recession and its aftermath.

The pace has picked up since then; at the current rate, missing jobs will be recovered by 2018. Still, five years into an economic recovery that has been notable for resurging corporate profits, the number and quality of jobs are still lagging badly, as are wages and salaries.

In 2013, after-tax corporate profits as a share of the economy tied with their highest level on record (in 1965), while labor compensation as a share of the economy hit its lowest point since 1948. Wage growth since 1979 has not kept pace with productivity growth, resulting in falling or flat wages for most workers and big gains for corporate coffers, shareholders, executives and others at the top of the income ladder.

Worse, the recent upturn in growth, even if sustained, will not necessarily lead to markedly improved living standards for most workers."
2001,2001,"http://www.nytimes.com/2014/09/05/world/middleeast/obama-and-cameron-call-on-nato-to-confront-isis.html?hp=&action=click&pgtype=Homepage&version=HpSum&module=b-lede-package-region&region=top-news&WT.nav=top-news&_r=0
http://www.cnn.com/2014/09/04/world/europe/uk-nato-summit/index.html?hpt=hp_t2",0,"CARDIFF, Wales — President Obama and Prime Minister David Cameron of Britain have called on NATO to reject “isolationist” impulses and confront the rising terrorist threat posed by Sunni militants in the Middle East, saying the United States and Britain “will not be cowed by barbaric killers.”

“We will not waver in our determination to confront” the militant group known as the Islamic State in Iraq and Syria, or ISIS, the two leaders wrote in a joint opinion piece published in Thursday’s editions of The Times of London. “If terrorists think we will weaken in the face of their threats they could not be more wrong.”

Their pointed words came as leaders gathered in Wales for a NATO summit meeting that was intended to focus on responding to Russia’s escalating military intervention in Ukraine. On the sidelines of the meeting, however, American and British efforts to assemble and lead an international coalition against ISIS are expected to predominate.

“The international community as a whole has an obligation to stop the Islamic State from advancing further,” Anders Fogh Rasmussen, the NATO secretary general, said at a news conference on Thursday. But he noted that there had been no request from Iraq for NATO assistance in confronting the group."
